交易日期,证券代码,利率,期限
20220406,SHIBOR2W.IR,2.015,2W
20220406,SHIBOR3M.IR,2.37,3M
20220406,SHIBOR6M.IR,2.451,6M
20220406,SHIBOR9M.IR,2.508,9M
20220406,SHIBORON.IR,1.848,O/N
20220407,SHIBOR1M.IR,2.29,1M
20220407,SHIBOR1W.IR,2.051,1W
20220407,SHIBOR1Y.IR,2.593,1Y
20220407,SHIBOR2W.IR,1.971,2W
20220407,SHIBOR3M.IR,2.36,3M
20220407,SHIBOR6M.IR,2.443,6M
20220407,SHIBOR9M.IR,2.505,9M
20220407,SHIBORON.IR,1.825,O/N
20220408,SHIBOR1M.IR,2.295,1M
20220408,SHIBOR1W.IR,1.985,1W
20220408,SHIBOR1Y.IR,2.586,1Y
20220408,SHIBOR2W.IR,1.941,2W
20220408,SHIBOR3M.IR,2.363,3M
20220408,SHIBOR6M.IR,2.444,6M
20220408,SHIBOR9M.IR,2.506,9M
20220408,SHIBORON.IR,1.751,O/N
20220411,SHIBOR1M.IR,2.291,1M
20220411,SHIBOR1W.IR,1.947,1W
20220411,SHIBOR1Y.IR,2.582,1Y
20220411,SHIBOR2W.IR,1.938,2W
20220411,SHIBOR3M.IR,2.357,3M
20220411,SHIBOR6M.IR,2.441,6M
20220411,SHIBOR9M.IR,2.5,9M
20220411,SHIBORON.IR,1.856,O/N
20220412,SHIBOR1M.IR,2.284,1M
20220412,SHIBOR1W.IR,2.04,1W
20220412,SHIBOR1Y.IR,2.577,1Y
20220412,SHIBOR2W.IR,1.971,2W
20220412,SHIBOR3M.IR,2.351,3M
20220412,SHIBOR6M.IR,2.437,6M
20220412,SHIBOR9M.IR,2.496,9M
20220412,SHIBORON.IR,1.772,O/N
20220413,SHIBOR1M.IR,2.276,1M
20220413,SHIBOR1W.IR,1.966,1W
20220413,SHIBOR1Y.IR,2.575,1Y
20220413,SHIBOR2W.IR,1.933,2W
20220413,SHIBOR3M.IR,2.347,3M
20220413,SHIBOR6M.IR,2.434,6M
20220413,SHIBOR9M.IR,2.493,9M
20220413,SHIBORON.IR,1.665,O/N
20220414,SHIBOR1M.IR,2.267,1M
20220414,SHIBOR1W.IR,1.905,1W
20220414,SHIBOR1Y.IR,2.572,1Y
20220414,SHIBOR2W.IR,1.924,2W
20220414,SHIBOR3M.IR,2.343,3M
20220414,SHIBOR6M.IR,2.429,6M
20220414,SHIBOR9M.IR,2.488,9M
20220414,SHIBORON.IR,1.552,O/N
20220415,SHIBOR1M.IR,2.253,1M
20220415,SHIBOR1W.IR,1.822,1W
20220415,SHIBOR1Y.IR,2.567,1Y
20220415,SHIBOR2W.IR,1.884,2W
20220415,SHIBOR3M.IR,2.336,3M
20220415,SHIBOR6M.IR,2.421,6M
20220415,SHIBOR9M.IR,2.482,9M
20220415,SHIBORON.IR,1.339,O/N
20220418,SHIBOR1M.IR,2.245,1M
20220418,SHIBOR1W.IR,1.876,1W
20220418,SHIBOR1Y.IR,2.562,1Y
20220418,SHIBOR2W.IR,1.904,2W
20220418,SHIBOR3M.IR,2.331,3M
20220418,SHIBOR6M.IR,2.418,6M
20220418,SHIBOR9M.IR,2.476,9M
20220418,SHIBORON.IR,1.403,O/N
20220419,SHIBOR1M.IR,2.237,1M
20220419,SHIBOR1W.IR,1.801,1W
20220419,SHIBOR1Y.IR,2.558,1Y
20220419,SHIBOR2W.IR,2.021,2W
20220419,SHIBOR3M.IR,2.327,3M
20220419,SHIBOR6M.IR,2.415,6M
20220419,SHIBOR9M.IR,2.472,9M
20220419,SHIBORON.IR,1.294,O/N
20220420,SHIBOR1M.IR,2.23,1M
20220420,SHIBOR1W.IR,1.937,1W
20220420,SHIBOR1Y.IR,2.555,1Y
20220420,SHIBOR2W.IR,1.971,2W
20220420,SHIBOR3M.IR,2.323,3M
20220420,SHIBOR6M.IR,2.411,6M
20220420,SHIBOR9M.IR,2.465,9M
20220420,SHIBORON.IR,1.303,O/N
20220421,SHIBOR1M.IR,2.222,1M
20220421,SHIBOR1W.IR,1.804,1W
20220421,SHIBOR1Y.IR,2.549,1Y
20220421,SHIBOR2W.IR,1.971,2W
20220421,SHIBOR3M.IR,2.313,3M
20220421,SHIBOR6M.IR,2.407,6M
20220421,SHIBOR9M.IR,2.461,9M
20220421,SHIBORON.IR,1.294,O/N
20220422,SHIBOR1M.IR,2.213,1M
20220422,SHIBOR1W.IR,1.7,1W
20220422,SHIBOR1Y.IR,2.54,1Y
20220422,SHIBOR2W.IR,1.946,2W
20220422,SHIBOR3M.IR,2.305,3M
20220422,SHIBOR6M.IR,2.398,6M
20220422,SHIBOR9M.IR,2.451,9M
20220422,SHIBORON.IR,1.255,O/N
20220424,SHIBOR1M.IR,2.194,1M
20220424,SHIBOR1W.IR,1.809,1W
20220424,SHIBOR1Y.IR,2.53,1Y
20220424,SHIBOR2W.IR,1.961,2W
20220424,SHIBOR3M.IR,2.274,3M
20220424,SHIBOR6M.IR,2.38,6M
20220424,SHIBOR9M.IR,2.436,9M
20220424,SHIBORON.IR,1.302,O/N
20220425,SHIBOR1M.IR,2.181,1M
20220425,SHIBOR1W.IR,1.712,1W
20220425,SHIBOR1Y.IR,2.516,1Y
20220425,SHIBOR2W.IR,1.945,2W
20220425,SHIBOR3M.IR,2.262,3M
20220425,SHIBOR6M.IR,2.368,6M
20220425,SHIBOR9M.IR,2.424,9M
20220425,SHIBORON.IR,1.303,O/N
20220426,SHIBOR1M.IR,2.166,1M
20220426,SHIBOR1W.IR,1.681,1W
20220426,SHIBOR1Y.IR,2.507,1Y
20220426,SHIBOR2W.IR,1.892,2W
20220426,SHIBOR3M.IR,2.252,3M
20220426,SHIBOR6M.IR,2.355,6M
20220426,SHIBOR9M.IR,2.413,9M
20220426,SHIBORON.IR,1.306,O/N
20220427,SHIBOR1M.IR,2.154,1M
20220427,SHIBOR1W.IR,1.743,1W
20220427,SHIBOR1Y.IR,2.497,1Y
20220427,SHIBOR2W.IR,1.889,2W
20220427,SHIBOR3M.IR,2.242,3M
20220427,SHIBOR6M.IR,2.346,6M
20220427,SHIBOR9M.IR,2.404,9M
20220427,SHIBORON.IR,1.303,O/N
20220428,SHIBOR1M.IR,2.142,1M
20220428,SHIBOR1W.IR,1.88,1W
20220428,SHIBOR1Y.IR,2.484,1Y
20220428,SHIBOR2W.IR,1.975,2W
20220428,SHIBOR3M.IR,2.231,3M
20220428,SHIBOR6M.IR,2.334,6M
20220428,SHIBOR9M.IR,2.393,9M
20220428,SHIBORON.IR,1.301,O/N
20220429,SHIBOR1M.IR,2.125,1M
20220429,SHIBOR1W.IR,2.006,1W
20220429,SHIBOR1Y.IR,2.474,1Y
20220429,SHIBOR2W.IR,2.022,2W
20220429,SHIBOR3M.IR,2.217,3M
20220429,SHIBOR6M.IR,2.324,6M
20220429,SHIBOR9M.IR,2.384,9M
20220429,SHIBORON.IR,1.838,O/N
20220505,SHIBOR1M.IR,2.116,1M
20220505,SHIBOR1W.IR,1.903,1W
20220505,SHIBOR1Y.IR,2.474,1Y
20220505,SHIBOR2W.IR,1.907,2W
20220505,SHIBOR3M.IR,2.209,3M
20220505,SHIBOR6M.IR,2.317,6M
20220505,SHIBOR9M.IR,2.381,9M
20220505,SHIBORON.IR,1.783,O/N
20220506,SHIBOR1M.IR,2.114,1M
20220506,SHIBOR1W.IR,1.789,1W
20220506,SHIBOR1Y.IR,2.468,1Y
20220506,SHIBOR2W.IR,1.77,2W
20220506,SHIBOR3M.IR,2.202,3M
20220506,SHIBOR6M.IR,2.311,6M
20220506,SHIBOR9M.IR,2.376,9M
20220506,SHIBORON.IR,1.351,O/N
20220507,SHIBOR1M.IR,2.109,1M
20220507,SHIBOR1W.IR,1.699,1W
20220507,SHIBOR1Y.IR,2.462,1Y
20220507,SHIBOR2W.IR,1.8,2W
20220507,SHIBOR3M.IR,2.195,3M
20220507,SHIBOR6M.IR,2.308,6M
20220507,SHIBOR9M.IR,2.371,9M
20220507,SHIBORON.IR,1.294,O/N
20220509,SHIBOR1M.IR,2.089,1M
20220509,SHIBOR1W.IR,1.814,1W
20220509,SHIBOR1Y.IR,2.45,1Y
20220509,SHIBOR2W.IR,1.751,2W
20220509,SHIBOR3M.IR,2.186,3M
20220509,SHIBOR6M.IR,2.304,6M
20220509,SHIBOR9M.IR,2.364,9M
20220509,SHIBORON.IR,1.309,O/N
20220510,SHIBOR1M.IR,2.078,1M
20220510,SHIBOR1W.IR,1.63,1W
20220510,SHIBOR1Y.IR,2.442,1Y
20220510,SHIBOR2W.IR,1.75,2W
20220510,SHIBOR3M.IR,2.181,3M
20220510,SHIBOR6M.IR,2.3,6M
20220510,SHIBOR9M.IR,2.356,9M
20220510,SHIBORON.IR,1.305,O/N
20220511,SHIBOR1M.IR,2.071,1M
20220511,SHIBOR1W.IR,1.708,1W
20220511,SHIBOR1Y.IR,2.431,1Y
20220511,SHIBOR2W.IR,1.656,2W
20220511,SHIBOR3M.IR,2.173,3M
20220511,SHIBOR6M.IR,2.289,6M
20220511,SHIBOR9M.IR,2.35,9M
20220511,SHIBORON.IR,1.325,O/N
20220512,SHIBOR1M.IR,2.064,1M
20220512,SHIBOR1W.IR,1.714,1W
20220512,SHIBOR1Y.IR,2.42,1Y
20220512,SHIBOR2W.IR,1.671,2W
20220512,SHIBOR3M.IR,2.166,3M
20220512,SHIBOR6M.IR,2.275,6M
20220512,SHIBOR9M.IR,2.341,9M
20220512,SHIBORON.IR,1.309,O/N
20220513,SHIBOR1M.IR,2.015,1M
20220513,SHIBOR1W.IR,1.671,1W
20220513,SHIBOR1Y.IR,2.408,1Y
20220513,SHIBOR2W.IR,1.6145,2W
20220513,SHIBOR3M.IR,2.155,3M
20220513,SHIBOR6M.IR,2.264,6M
20220513,SHIBOR9M.IR,2.33,9M
20220513,SHIBORON.IR,1.31,O/N
20220516,SHIBOR1M.IR,1.978,1M
20220516,SHIBOR1W.IR,1.714,1W
20220516,SHIBOR1Y.IR,2.393,1Y
20220516,SHIBOR2W.IR,1.624,2W
20220516,SHIBOR3M.IR,2.145,3M
20220516,SHIBOR6M.IR,2.255,6M
20220516,SHIBOR9M.IR,2.313,9M
20220516,SHIBORON.IR,1.311,O/N
20220517,SHIBOR1M.IR,1.945,1M
20220517,SHIBOR1W.IR,1.584,1W
20220517,SHIBOR1Y.IR,2.377,1Y
20220517,SHIBOR2W.IR,1.594,2W
20220517,SHIBOR3M.IR,2.109,3M
20220517,SHIBOR6M.IR,2.239,6M
20220517,SHIBOR9M.IR,2.301,9M
20220517,SHIBORON.IR,1.325,O/N
20220518,SHIBOR1M.IR,1.941,1M
20220518,SHIBOR1W.IR,1.647,1W
20220518,SHIBOR1Y.IR,2.359,1Y
20220518,SHIBOR2W.IR,1.645,2W
20220518,SHIBOR3M.IR,2.078,3M
20220518,SHIBOR6M.IR,2.222,6M
20220518,SHIBOR9M.IR,2.288,9M
20220518,SHIBORON.IR,1.326,O/N
20220519,SHIBOR1M.IR,1.937,1M
20220519,SHIBOR1W.IR,1.654,1W
20220519,SHIBOR1Y.IR,2.343,1Y
20220519,SHIBOR2W.IR,1.669,2W
20220519,SHIBOR3M.IR,2.067,3M
20220519,SHIBOR6M.IR,2.208,6M
20220519,SHIBOR9M.IR,2.275,9M
20220519,SHIBORON.IR,1.414,O/N
20220520,SHIBOR1M.IR,1.932,1M
20220520,SHIBOR1W.IR,1.665,1W
20220520,SHIBOR1Y.IR,2.337,1Y
20220520,SHIBOR2W.IR,1.701,2W
20220520,SHIBOR3M.IR,2.05,3M
20220520,SHIBOR6M.IR,2.186,6M
20220520,SHIBOR9M.IR,2.261,9M
20220520,SHIBORON.IR,1.322,O/N
20220523,SHIBOR1M.IR,1.9,1M
20220523,SHIBOR1W.IR,1.693,1W
20220523,SHIBOR1Y.IR,2.331,1Y
20220523,SHIBOR2W.IR,1.704,2W
20220523,SHIBOR3M.IR,2.021,3M
20220523,SHIBOR6M.IR,2.167,6M
20220523,SHIBOR9M.IR,2.254,9M
20220523,SHIBORON.IR,1.323,O/N
20220524,SHIBOR1M.IR,1.897,1M
20220524,SHIBOR1W.IR,1.681,1W
20220524,SHIBOR1Y.IR,2.323,1Y
20220524,SHIBOR2W.IR,1.691,2W
20220524,SHIBOR3M.IR,2.013,3M
20220524,SHIBOR6M.IR,2.151,6M
20220524,SHIBOR9M.IR,2.242,9M
20220524,SHIBORON.IR,1.325,O/N
20220525,SHIBOR1M.IR,1.871,1M
20220525,SHIBOR1W.IR,1.785,1W
20220525,SHIBOR1Y.IR,2.326,1Y
20220525,SHIBOR2W.IR,1.737,2W
20220525,SHIBOR3M.IR,2.009,3M
20220525,SHIBOR6M.IR,2.143,6M
20220525,SHIBOR9M.IR,2.243,9M
20220525,SHIBORON.IR,1.347,O/N
20220526,SHIBOR1M.IR,1.875,1M
20220526,SHIBOR1W.IR,1.765,1W
20220526,SHIBOR1Y.IR,2.325,1Y
20220526,SHIBOR2W.IR,1.737,2W
20220526,SHIBOR3M.IR,1.99,3M
20220526,SHIBOR6M.IR,2.136,6M
20220526,SHIBOR9M.IR,2.243,9M
20220526,SHIBORON.IR,1.364,O/N
20220527,SHIBOR1M.IR,1.854,1M
20220527,SHIBOR1W.IR,1.777,1W
20220527,SHIBOR1Y.IR,2.323,1Y
20220527,SHIBOR2W.IR,1.738,2W
20220527,SHIBOR3M.IR,1.995,3M
20220527,SHIBOR6M.IR,2.13,6M
20220527,SHIBOR9M.IR,2.239,9M
20220527,SHIBORON.IR,1.381,O/N
20220530,SHIBOR1M.IR,1.856,1M
20220530,SHIBOR1W.IR,1.814,1W
20220530,SHIBOR1Y.IR,2.319,1Y
20220530,SHIBOR2W.IR,1.803,2W
20220530,SHIBOR3M.IR,1.997,3M
20220530,SHIBOR6M.IR,2.126,6M
20220530,SHIBOR9M.IR,2.236,9M
20220530,SHIBORON.IR,1.405,O/N
20220531,SHIBOR1M.IR,1.865,1M
20220531,SHIBOR1W.IR,1.898,1W
20220531,SHIBOR1Y.IR,2.318,1Y
20220531,SHIBOR2W.IR,1.757,2W
20220531,SHIBOR3M.IR,1.998,3M
20220531,SHIBOR6M.IR,2.129,6M
20220531,SHIBOR9M.IR,2.238,9M
20220531,SHIBORON.IR,1.588,O/N
20220601,SHIBOR1M.IR,1.865,1M
20220601,SHIBOR1W.IR,1.652,1W
20220601,SHIBOR1Y.IR,2.317,1Y
20220601,SHIBOR2W.IR,1.641,2W
20220601,SHIBOR3M.IR,1.998,3M
20220601,SHIBOR6M.IR,2.13,6M
20220601,SHIBOR9M.IR,2.238,9M
20220601,SHIBORON.IR,1.413,O/N
20220602,SHIBOR1M.IR,1.87,1M
20220602,SHIBOR1W.IR,1.674,1W
20220602,SHIBOR1Y.IR,2.323,1Y
20220602,SHIBOR2W.IR,1.625,2W
20220602,SHIBOR3M.IR,1.999,3M
20220602,SHIBOR6M.IR,2.133,6M
20220602,SHIBOR9M.IR,2.241,9M
20220602,SHIBORON.IR,1.432,O/N
20220606,SHIBOR1M.IR,1.873,1M
20220606,SHIBOR1W.IR,1.701,1W
20220606,SHIBOR1Y.IR,2.332,1Y
20220606,SHIBOR2W.IR,1.636,2W
20220606,SHIBOR3M.IR,2.001,3M
20220606,SHIBOR6M.IR,2.134,6M
20220606,SHIBOR9M.IR,2.245,9M
20220606,SHIBORON.IR,1.454,O/N
20220607,SHIBOR1M.IR,1.877,1M
20220607,SHIBOR1W.IR,1.708,1W
20220607,SHIBOR1Y.IR,2.349,1Y
20220607,SHIBOR2W.IR,1.65,2W
20220607,SHIBOR3M.IR,2.003,3M
20220607,SHIBOR6M.IR,2.138,6M
20220607,SHIBOR9M.IR,2.261,9M
20220607,SHIBORON.IR,1.421,O/N
20220608,SHIBOR1M.IR,1.882,1M
20220608,SHIBOR1W.IR,1.689,1W
20220608,SHIBOR1Y.IR,2.357,1Y
20220608,SHIBOR2W.IR,1.628,2W
20220608,SHIBOR3M.IR,2.003,3M
20220608,SHIBOR6M.IR,2.144,6M
20220608,SHIBOR9M.IR,2.268,9M
20220608,SHIBORON.IR,1.419,O/N
20220609,SHIBOR1M.IR,1.887,1M
20220609,SHIBOR1W.IR,1.707,1W
20220609,SHIBOR1Y.IR,2.365,1Y
20220609,SHIBOR2W.IR,1.62,2W
20220609,SHIBOR3M.IR,2.003,3M
20220609,SHIBOR6M.IR,2.145,6M
20220609,SHIBOR9M.IR,2.275,9M
20220609,SHIBORON.IR,1.414,O/N
20220610,SHIBOR1M.IR,1.89,1M
20220610,SHIBOR1W.IR,1.675,1W
20220610,SHIBOR1Y.IR,2.369,1Y
20220610,SHIBOR2W.IR,1.601,2W
20220610,SHIBOR3M.IR,2.0,3M
20220610,SHIBOR6M.IR,2.148,6M
20220610,SHIBOR9M.IR,2.282,9M
20220610,SHIBORON.IR,1.403,O/N
20220613,SHIBOR1M.IR,1.889,1M
20220613,SHIBOR1W.IR,1.7,1W
20220613,SHIBOR1Y.IR,2.373,1Y
20220613,SHIBOR2W.IR,1.611,2W
20220613,SHIBOR3M.IR,2.002,3M
20220613,SHIBOR6M.IR,2.15,6M
20220613,SHIBOR9M.IR,2.282,9M
20220613,SHIBORON.IR,1.408,O/N
20220614,SHIBOR1M.IR,1.892,1M
20220614,SHIBOR1W.IR,1.656,1W
20220614,SHIBOR1Y.IR,2.377,1Y
20220614,SHIBOR2W.IR,1.607,2W
20220614,SHIBOR3M.IR,2.002,3M
20220614,SHIBOR6M.IR,2.15,6M
20220614,SHIBOR9M.IR,2.285,9M
20220614,SHIBORON.IR,1.413,O/N
20220615,SHIBOR1M.IR,1.893,1M
20220615,SHIBOR1W.IR,1.708,1W
20220615,SHIBOR1Y.IR,2.381,1Y
20220615,SHIBOR2W.IR,1.614,2W
20220615,SHIBOR3M.IR,2.002,3M
20220615,SHIBOR6M.IR,2.15,6M
20220615,SHIBOR9M.IR,2.292,9M
20220615,SHIBORON.IR,1.413,O/N
20220616,SHIBOR1M.IR,1.892,1M
20220616,SHIBOR1W.IR,1.688,1W
20220616,SHIBOR1Y.IR,2.381,1Y
20220616,SHIBOR2W.IR,1.626,2W
20220616,SHIBOR3M.IR,2.0,3M
20220616,SHIBOR6M.IR,2.146,6M
20220616,SHIBOR9M.IR,2.293,9M
20220616,SHIBORON.IR,1.413,O/N
20220617,SHIBOR1M.IR,1.891,1M
20220617,SHIBOR1W.IR,1.737,1W
20220617,SHIBOR1Y.IR,2.378,1Y
20220617,SHIBOR2W.IR,1.664,2W
20220617,SHIBOR3M.IR,2.0,3M
20220617,SHIBOR6M.IR,2.14,6M
20220617,SHIBOR9M.IR,2.291,9M
20220617,SHIBORON.IR,1.414,O/N
20220620,SHIBOR1M.IR,1.891,1M
20220620,SHIBOR1W.IR,1.829,1W
20220620,SHIBOR1Y.IR,2.374,1Y
20220620,SHIBOR2W.IR,1.786,2W
20220620,SHIBOR3M.IR,2.0,3M
20220620,SHIBOR6M.IR,2.136,6M
20220620,SHIBOR9M.IR,2.291,9M
20220620,SHIBORON.IR,1.418,O/N
20220621,SHIBOR1M.IR,1.891,1M
20220621,SHIBOR1W.IR,1.796,1W
20220621,SHIBOR1Y.IR,2.372,1Y
20220621,SHIBOR2W.IR,1.845,2W
20220621,SHIBOR3M.IR,2.0,3M
20220621,SHIBOR6M.IR,2.136,6M
20220621,SHIBOR9M.IR,2.291,9M
20220621,SHIBORON.IR,1.438,O/N
20220622,SHIBOR1M.IR,1.892,1M
20220622,SHIBOR1W.IR,1.783,1W
20220622,SHIBOR1Y.IR,2.369,1Y
20220622,SHIBOR2W.IR,1.848,2W
20220622,SHIBOR3M.IR,2.0,3M
20220622,SHIBOR6M.IR,2.137,6M
20220622,SHIBOR9M.IR,2.291,9M
20220622,SHIBORON.IR,1.444,O/N
20220623,SHIBOR1M.IR,1.893,1M
20220623,SHIBOR1W.IR,1.755,1W
20220623,SHIBOR1Y.IR,2.367,1Y
20220623,SHIBOR2W.IR,1.963,2W
20220623,SHIBOR3M.IR,2.0,3M
20220623,SHIBOR6M.IR,2.137,6M
20220623,SHIBOR9M.IR,2.291,9M
20220623,SHIBORON.IR,1.437,O/N
20220624,SHIBOR1M.IR,1.893,1M
20220624,SHIBOR1W.IR,1.85,1W
20220624,SHIBOR1Y.IR,2.364,1Y
20220624,SHIBOR2W.IR,1.984,2W
20220624,SHIBOR3M.IR,2.0,3M
20220624,SHIBOR6M.IR,2.138,6M
20220624,SHIBOR9M.IR,2.287,9M
20220624,SHIBORON.IR,1.435,O/N
20220627,SHIBOR1M.IR,1.894,1M
20220627,SHIBOR1W.IR,1.992,1W
20220627,SHIBOR1Y.IR,2.36,1Y
20220627,SHIBOR2W.IR,2.043,2W
20220627,SHIBOR3M.IR,2.0,3M
20220627,SHIBOR6M.IR,2.139,6M
20220627,SHIBOR9M.IR,2.288,9M
20220627,SHIBORON.IR,1.438,O/N
20220628,SHIBOR1M.IR,1.895,1M
20220628,SHIBOR1W.IR,1.98,1W
20220628,SHIBOR1Y.IR,2.363,1Y
20220628,SHIBOR2W.IR,2.116,2W
20220628,SHIBOR3M.IR,2.0,3M
20220628,SHIBOR6M.IR,2.139,6M
20220628,SHIBOR9M.IR,2.288,9M
20220628,SHIBORON.IR,1.438,O/N
20220629,SHIBOR1M.IR,1.898,1M
20220629,SHIBOR1W.IR,2.025,1W
20220629,SHIBOR1Y.IR,2.362,1Y
20220629,SHIBOR2W.IR,2.18,2W
20220629,SHIBOR3M.IR,2.0,3M
20220629,SHIBOR6M.IR,2.141,6M
20220629,SHIBOR9M.IR,2.288,9M
20220629,SHIBORON.IR,1.372,O/N
20220630,SHIBOR1M.IR,1.898,1M
20220630,SHIBOR1W.IR,2.2,1W
20220630,SHIBOR1Y.IR,2.363,1Y
20220630,SHIBOR2W.IR,2.157,2W
20220630,SHIBOR3M.IR,2.0,3M
20220630,SHIBOR6M.IR,2.141,6M
20220630,SHIBOR9M.IR,2.289,9M
20220630,SHIBORON.IR,1.901,O/N
20220701,SHIBOR1M.IR,1.887,1M
20220701,SHIBOR1W.IR,1.798,1W
20220701,SHIBOR1Y.IR,2.363,1Y
20220701,SHIBOR2W.IR,1.689,2W
20220701,SHIBOR3M.IR,2.0,3M
20220701,SHIBOR6M.IR,2.14,6M
20220701,SHIBOR9M.IR,2.289,9M
20220701,SHIBORON.IR,1.441,O/N
20220704,SHIBOR1M.IR,1.878,1M
20220704,SHIBOR1W.IR,1.624,1W
20220704,SHIBOR1Y.IR,2.36,1Y
20220704,SHIBOR2W.IR,1.602,2W
20220704,SHIBOR3M.IR,2.0,3M
20220704,SHIBOR6M.IR,2.137,6M
20220704,SHIBOR9M.IR,2.288,9M
20220704,SHIBORON.IR,1.418,O/N
20220705,SHIBOR1M.IR,1.86,1M
20220705,SHIBOR1W.IR,1.669,1W
20220705,SHIBOR1Y.IR,2.359,1Y
20220705,SHIBOR2W.IR,1.594,2W
20220705,SHIBOR3M.IR,2.0,3M
20220705,SHIBOR6M.IR,2.139,6M
20220705,SHIBOR9M.IR,2.287,9M
20220705,SHIBORON.IR,1.367,O/N
20220706,SHIBOR1M.IR,1.834,1M
20220706,SHIBOR1W.IR,1.641,1W
20220706,SHIBOR1Y.IR,2.355,1Y
20220706,SHIBOR2W.IR,1.635,2W
20220706,SHIBOR3M.IR,1.998,3M
20220706,SHIBOR6M.IR,2.135,6M
20220706,SHIBOR9M.IR,2.283,9M
20220706,SHIBORON.IR,1.21,O/N
20220707,SHIBOR1M.IR,1.822,1M
20220707,SHIBOR1W.IR,1.626,1W
20220707,SHIBOR1Y.IR,2.354,1Y
20220707,SHIBOR2W.IR,1.593,2W
20220707,SHIBOR3M.IR,1.995,3M
20220707,SHIBOR6M.IR,2.133,6M
20220707,SHIBOR9M.IR,2.281,9M
20220707,SHIBORON.IR,1.222,O/N
20220708,SHIBOR1M.IR,1.807,1M
20220708,SHIBOR1W.IR,1.651,1W
20220708,SHIBOR1Y.IR,2.349,1Y
20220708,SHIBOR2W.IR,1.586,2W
20220708,SHIBOR3M.IR,1.9925,3M
20220708,SHIBOR6M.IR,2.13,6M
20220708,SHIBOR9M.IR,2.28,9M
20220708,SHIBORON.IR,1.216,O/N
20220711,SHIBOR1M.IR,1.797,1M
20220711,SHIBOR1W.IR,1.627,1W
20220711,SHIBOR1Y.IR,2.346,1Y
20220711,SHIBOR2W.IR,1.58,2W
20220711,SHIBOR3M.IR,1.9895,3M
20220711,SHIBOR6M.IR,2.128,6M
20220711,SHIBOR9M.IR,2.278,9M
20220711,SHIBORON.IR,1.223,O/N
20220712,SHIBOR1M.IR,1.789,1M
20220712,SHIBOR1W.IR,1.621,1W
20220712,SHIBOR1Y.IR,2.344,1Y
20220712,SHIBOR2W.IR,1.588,2W
20220712,SHIBOR3M.IR,1.9855,3M
20220712,SHIBOR6M.IR,2.126,6M
20220712,SHIBOR9M.IR,2.273,9M
20220712,SHIBORON.IR,1.211,O/N
20220713,SHIBOR1M.IR,1.784,1M
20220713,SHIBOR1W.IR,1.617,1W
20220713,SHIBOR1Y.IR,2.337,1Y
20220713,SHIBOR2W.IR,1.578,2W
20220713,SHIBOR3M.IR,1.9835,3M
20220713,SHIBOR6M.IR,2.122,6M
20220713,SHIBOR9M.IR,2.266,9M
20220713,SHIBORON.IR,1.219,O/N
20220714,SHIBOR1M.IR,1.775,1M
20220714,SHIBOR1W.IR,1.629,1W
20220714,SHIBOR1Y.IR,2.333,1Y
20220714,SHIBOR2W.IR,1.567,2W
20220714,SHIBOR3M.IR,1.979,3M
20220714,SHIBOR6M.IR,2.118,6M
20220714,SHIBOR9M.IR,2.261,9M
20220714,SHIBORON.IR,1.195,O/N
20220715,SHIBOR1M.IR,1.774,1M
20220715,SHIBOR1W.IR,1.593,1W
20220715,SHIBOR1Y.IR,2.326,1Y
20220715,SHIBOR2W.IR,1.563,2W
20220715,SHIBOR3M.IR,1.977,3M
20220715,SHIBOR6M.IR,2.116,6M
20220715,SHIBOR9M.IR,2.256,9M
20220715,SHIBORON.IR,1.211,O/N
20220718,SHIBOR1M.IR,1.772,1M
20220718,SHIBOR1W.IR,1.646,1W
20220718,SHIBOR1Y.IR,2.322,1Y
20220718,SHIBOR2W.IR,1.727,2W
20220718,SHIBOR3M.IR,1.974,3M
20220718,SHIBOR6M.IR,2.113,6M
20220718,SHIBOR9M.IR,2.251,9M
20220718,SHIBORON.IR,1.218,O/N
20220719,SHIBOR1M.IR,1.77,1M
20220719,SHIBOR1W.IR,1.629,1W
20220719,SHIBOR1Y.IR,2.31,1Y
20220719,SHIBOR2W.IR,1.65,2W
20220719,SHIBOR3M.IR,1.948,3M
20220719,SHIBOR6M.IR,2.091,6M
20220719,SHIBOR9M.IR,2.236,9M
20220719,SHIBORON.IR,1.242,O/N
20220720,SHIBOR1M.IR,1.773,1M
20220720,SHIBOR1W.IR,1.679,1W
20220720,SHIBOR1Y.IR,2.298,1Y
20220720,SHIBOR2W.IR,1.697,2W
20220720,SHIBOR3M.IR,1.924,3M
20220720,SHIBOR6M.IR,2.07,6M
20220720,SHIBOR9M.IR,2.22,9M
20220720,SHIBORON.IR,1.27,O/N
20220721,SHIBOR1M.IR,1.767,1M
20220721,SHIBOR1W.IR,1.679,1W
20220721,SHIBOR1Y.IR,2.284,1Y
20220721,SHIBOR2W.IR,1.634,2W
20220721,SHIBOR3M.IR,1.909,3M
20220721,SHIBOR6M.IR,2.054,6M
20220721,SHIBOR9M.IR,2.203,9M
20220721,SHIBORON.IR,1.254,O/N
20220722,SHIBOR1M.IR,1.757,1M
20220722,SHIBOR1W.IR,1.635,1W
20220722,SHIBOR1Y.IR,2.266,1Y
20220722,SHIBOR2W.IR,1.642,2W
20220722,SHIBOR3M.IR,1.893,3M
20220722,SHIBOR6M.IR,2.038,6M
20220722,SHIBOR9M.IR,2.184,9M
