交易日期,曲线名称,交易期限,到期收益率
20211228,中债国债收益率曲线,10.0,2.8004
20211227,中债国债收益率曲线,1.0,2.3541
20211227,中债国债收益率曲线,10.0,2.8128
20211224,中债国债收益率曲线,1.0,2.3386
20211224,中债国债收益率曲线,10.0,2.8203
20211223,中债国债收益率曲线,1.0,2.3336
20211223,中债国债收益率曲线,10.0,2.8143
20211222,中债国债收益率曲线,1.0,2.3657
20211222,中债国债收益率曲线,10.0,2.8303
20211221,中债国债收益率曲线,1.0,2.3828
20211221,中债国债收益率曲线,10.0,2.8508
20211220,中债国债收益率曲线,1.0,2.3572
20211220,中债国债收益率曲线,10.0,2.8533
20211217,中债国债收益率曲线,1.0,2.3209
20211217,中债国债收益率曲线,10.0,2.8512
20211216,中债国债收益率曲线,1.0,2.3108
20211216,中债国债收益率曲线,10.0,2.8577
20211215,中债国债收益率曲线,1.0,2.3101
20211215,中债国债收益率曲线,10.0,2.8502
20211214,中债国债收益率曲线,1.0,2.2980
20211214,中债国债收益率曲线,10.0,2.8477
20211213,中债国债收益率曲线,1.0,2.3015
20211213,中债国债收益率曲线,10.0,2.8552
20211210,中债国债收益率曲线,1.0,2.2767
20211210,中债国债收益率曲线,10.0,2.8426
20211209,中债国债收益率曲线,1.0,2.2767
20211209,中债国债收益率曲线,10.0,2.8526
20211208,中债国债收益率曲线,1.0,2.2658
20211208,中债国债收益率曲线,10.0,2.8551
20211207,中债国债收益率曲线,1.0,2.2510
20211207,中债国债收益率曲线,10.0,2.8451
20211206,中债国债收益率曲线,1.0,2.2452
20211206,中债国债收益率曲线,10.0,2.8176
20211203,中债国债收益率曲线,1.0,2.2550
20211203,中债国债收益率曲线,10.0,2.8701
20211202,中债国债收益率曲线,1.0,2.2446
20211202,中债国债收益率曲线,10.0,2.8601
20211201,中债国债收益率曲线,1.0,2.2443
20211201,中债国债收益率曲线,10.0,2.8401
20211130,中债国债收益率曲线,1.0,2.2463
20211130,中债国债收益率曲线,10.0,2.8250
20211129,中债国债收益率曲线,1.0,2.2460
20211129,中债国债收益率曲线,10.0,2.8250
20211126,中债国债收益率曲线,1.0,2.2427
20211126,中债国债收益率曲线,10.0,2.8200
20211125,中债国债收益率曲线,1.0,2.2477
20211125,中债国债收益率曲线,10.0,2.8550
20211124,中债国债收益率曲线,1.0,2.2426
20211124,中债国债收益率曲线,10.0,2.8600
20211123,中债国债收益率曲线,1.0,2.2500
20211123,中债国债收益率曲线,10.0,2.8875
20211122,中债国债收益率曲线,1.0,2.2523
20211122,中债国债收益率曲线,10.0,2.8876
20211119,中债国债收益率曲线,1.0,2.2618
20211119,中债国债收益率曲线,10.0,2.9302
20211118,中债国债收益率曲线,1.0,2.2716
20211118,中债国债收益率曲线,10.0,2.9146
20211117,中债国债收益率曲线,1.0,2.2814
20211117,中债国债收益率曲线,10.0,2.9295
20211116,中债国债收益率曲线,1.0,2.2688
20211116,中债国债收益率曲线,10.0,2.9244
20211115,中债国债收益率曲线,1.0,2.2737
20211115,中债国债收益率曲线,10.0,2.9269
20211112,中债国债收益率曲线,1.0,2.2759
20211112,中债国债收益率曲线,10.0,2.9391
20211111,中债国债收益率曲线,1.0,2.2907
20211111,中债国债收益率曲线,10.0,2.9365
20211110,中债国债收益率曲线,1.0,2.2906
20211110,中债国债收益率曲线,10.0,2.9139
20211109,中债国债收益率曲线,1.0,2.2905
20211109,中债国债收益率曲线,10.0,2.8988
20211108,中债国债收益率曲线,1.0,2.2804
20211108,中债国债收益率曲线,10.0,2.9013
20211105,中债国债收益率曲线,1.0,2.2852
20211105,中债国债收益率曲线,10.0,2.8911
20211104,中债国债收益率曲线,1.0,2.3002
20211104,中债国债收益率曲线,10.0,2.9261
20211103,中债国债收益率曲线,1.0,2.3001
20211103,中债国债收益率曲线,10.0,2.9385
20211102,中债国债收益率曲线,1.0,2.3051
20211102,中债国债收益率曲线,10.0,2.9259
20211101,中债国债收益率曲线,1.0,2.3151
20211101,中债国债收益率曲线,10.0,2.9435
20211029,中债国债收益率曲线,1.0,2.3100
20211029,中债国债收益率曲线,10.0,2.9732
20211028,中债国债收益率曲线,1.0,2.3375
20211028,中债国债收益率曲线,10.0,2.9682
20211027,中债国债收益率曲线,1.0,2.3375
20211027,中债国债收益率曲线,10.0,2.9781
20211026,中债国债收益率曲线,1.0,2.3425
20211026,中债国债收益率曲线,10.0,2.9780
20211025,中债国债收益率曲线,1.0,2.3438
20211025,中债国债收益率曲线,10.0,2.9879
20211022,中债国债收益率曲线,1.0,2.3475
20211022,中债国债收益率曲线,10.0,2.9953
20211021,中债国债收益率曲线,1.0,2.3574
20211021,中债国债收益率曲线,10.0,2.9702
20211020,中债国债收益率曲线,1.0,2.3819
20211020,中债国债收益率曲线,10.0,2.9978
20211019,中债国债收益率曲线,1.0,2.3771
20211019,中债国债收益率曲线,10.0,3.0102
20211018,中债国债收益率曲线,1.0,2.3727
20211018,中债国债收益率曲线,10.0,3.0426
20211015,中债国债收益率曲线,1.0,2.3361
20211015,中债国债收益率曲线,10.0,2.9683
20211014,中债国债收益率曲线,1.0,2.3325
20211014,中债国债收益率曲线,10.0,2.9581
20211013,中债国债收益率曲线,1.0,2.3401
20211013,中债国债收益率曲线,10.0,2.9578
20211012,中债国债收益率曲线,1.0,2.3467
20211012,中债国债收益率曲线,10.0,2.9657
20211011,中债国债收益率曲线,1.0,2.3490
20211011,中债国债收益率曲线,10.0,2.9580
20211009,中债国债收益率曲线,1.0,2.3252
20211009,中债国债收益率曲线,10.0,2.9186
20211008,中债国债收益率曲线,1.0,2.3440
20211008,中债国债收益率曲线,10.0,2.9131
20210930,中债国债收益率曲线,1.0,2.3327
20210930,中债国债收益率曲线,10.0,2.8776
20210929,中债国债收益率曲线,1.0,2.3571
20210929,中债国债收益率曲线,10.0,2.8646
20210928,中债国债收益率曲线,1.0,2.3741
20210928,中债国债收益率曲线,10.0,2.8769
20210927,中债国债收益率曲线,1.0,2.3997
20210927,中债国债收益率曲线,10.0,2.8825
20210926,中债国债收益率曲线,1.0,2.3686
20210926,中债国债收益率曲线,10.0,2.8797
20210924,中债国债收益率曲线,1.0,2.3828
20210924,中债国债收益率曲线,10.0,2.8719
20210923,中债国债收益率曲线,1.0,2.3385
20210923,中债国债收益率曲线,10.0,2.8565
20210922,中债国债收益率曲线,1.0,2.3325
20210922,中债国债收益率曲线,10.0,2.8639
20210918,中债国债收益率曲线,1.0,2.3912
20210918,中债国债收益率曲线,10.0,2.8717
20210917,中债国债收益率曲线,1.0,2.3978
20210917,中债国债收益率曲线,10.0,2.8785
20210916,中债国债收益率曲线,1.0,2.4025
20210916,中债国债收益率曲线,10.0,2.8885
20210915,中债国债收益率曲线,1.0,2.4028
20210915,中债国债收益率曲线,10.0,2.9009
20210914,中债国债收益率曲线,1.0,2.4040
20210914,中债国债收益率曲线,10.0,2.8858
20210913,中债国债收益率曲线,1.0,2.3822
20210913,中债国债收益率曲线,10.0,2.8908
20210910,中债国债收益率曲线,1.0,2.3666
20210910,中债国债收益率曲线,10.0,2.8656
20210909,中债国债收益率曲线,1.0,2.3531
20210909,中债国债收益率曲线,10.0,2.8730
20210908,中债国债收益率曲线,1.0,2.3246
20210908,中债国债收益率曲线,10.0,2.8705
20210907,中债国债收益率曲线,1.0,2.3146
20210907,中债国债收益率曲线,10.0,2.8604
20210906,中债国债收益率曲线,1.0,2.3096
20210906,中债国债收益率曲线,10.0,2.8354
20210903,中债国债收益率曲线,1.0,2.3122
20210903,中债国债收益率曲线,10.0,2.8327
20210902,中债国债收益率曲线,1.0,2.2993
20210902,中债国债收益率曲线,10.0,2.8301
20210901,中债国债收益率曲线,1.0,2.2911
20210901,中债国债收益率曲线,10.0,2.8226
20210831,中债国债收益率曲线,1.0,2.3105
20210831,中债国债收益率曲线,10.0,2.8450
20210830,中债国债收益率曲线,1.0,2.3125
20210830,中债国债收益率曲线,10.0,2.8505
20210827,中债国债收益率曲线,1.0,2.3235
20210827,中债国债收益率曲线,10.0,2.8698
20210826,中债国债收益率曲线,1.0,2.3247
20210826,中债国债收益率曲线,10.0,2.8848
20210825,中债国债收益率曲线,1.0,2.2995
20210825,中债国债收益率曲线,10.0,2.8547
20210824,中债国债收益率曲线,1.0,2.2947
20210824,中债国债收益率曲线,10.0,2.8522
20210823,中债国债收益率曲线,1.0,2.3024
20210823,中债国债收益率曲线,10.0,2.8672
20210820,中债国债收益率曲线,1.0,2.2682
20210820,中债国债收益率曲线,10.0,2.8520
20210819,中债国债收益率曲线,1.0,2.2380
20210819,中债国债收益率曲线,10.0,2.8395
20210818,中债国债收益率曲线,1.0,2.2252
20210818,中债国债收益率曲线,10.0,2.8494
20210817,中债国债收益率曲线,1.0,2.2164
20210817,中债国债收益率曲线,10.0,2.8819
20210816,中债国债收益率曲线,1.0,2.2233
20210816,中债国债收益率曲线,10.0,2.8943
20210813,中债国债收益率曲线,1.0,2.2209
20210813,中债国债收益率曲线,10.0,2.8792
20210812,中债国债收益率曲线,1.0,2.1935
20210812,中债国债收益率曲线,10.0,2.8566
20210811,中债国债收益率曲线,1.0,2.1940
20210811,中债国债收益率曲线,10.0,2.8841
20210810,中债国债收益率曲线,1.0,2.1843
20210810,中债国债收益率曲线,10.0,2.8766
20210809,中债国债收益率曲线,1.0,2.2054
20210809,中债国债收益率曲线,10.0,2.8615
20210806,中债国债收益率曲线,1.0,2.1514
20210806,中债国债收益率曲线,10.0,2.8139
20210805,中债国债收益率曲线,1.0,2.1494
20210805,中债国债收益率曲线,10.0,2.7988
20210804,中债国债收益率曲线,1.0,2.1448
20210804,中债国债收益率曲线,10.0,2.8338
20210803,中债国债收益率曲线,1.0,2.1272
20210803,中债国债收益率曲线,10.0,2.8337
20210802,中债国债收益率曲线,1.0,2.1281
20210802,中债国债收益率曲线,10.0,2.8212
20210730,中债国债收益率曲线,1.0,2.1346
20210730,中债国债收益率曲线,10.0,2.8363
20210729,中债国债收益率曲线,1.0,2.1621
20210729,中债国债收益率曲线,10.0,2.8840
20210728,中债国债收益率曲线,1.0,2.2135
20210728,中债国债收益率曲线,10.0,2.9312
20210727,中债国债收益率曲线,1.0,2.2109
20210727,中债国债收益率曲线,10.0,2.9110
20210726,中债国债收益率曲线,1.0,2.1337
20210726,中债国债收益率曲线,10.0,2.8711
20210723,中债国债收益率曲线,1.0,2.1119
20210723,中债国债收益率曲线,10.0,2.9134
20210722,中债国债收益率曲线,1.0,2.1551
20210722,中债国债收益率曲线,10.0,2.9284
20210721,中债国债收益率曲线,1.0,2.1833
20210721,中债国债收益率曲线,10.0,2.9184
20210720,中债国债收益率曲线,1.0,2.2143
20210720,中债国债收益率曲线,10.0,2.9258
20210719,中债国债收益率曲线,1.0,2.2629
20210719,中债国债收益率曲线,10.0,2.9483
20210716,中债国债收益率曲线,1.0,2.2719
20210716,中债国债收益率曲线,10.0,2.9432
20210715,中债国债收益率曲线,1.0,2.2927
20210715,中债国债收益率曲线,10.0,2.9557
20210714,中债国债收益率曲线,1.0,2.2782
20210714,中债国债收益率曲线,10.0,2.9356
20210713,中债国债收益率曲线,1.0,2.2958
20210713,中债国债收益率曲线,10.0,2.9256
20210712,中债国债收益率曲线,1.0,2.3175
20210712,中债国债收益率曲线,10.0,2.9431
20210709,中债国债收益率曲线,1.0,2.3474
20210709,中债国债收益率曲线,10.0,3.0105
20210708,中债国债收益率曲线,1.0,2.3223
20210708,中债国债收益率曲线,10.0,2.9830
20210707,中债国债收益率曲线,1.0,2.4010
20210707,中债国债收益率曲线,10.0,3.0554
20210706,中债国债收益率曲线,1.0,2.4092
20210706,中债国债收益率曲线,10.0,3.0854
20210705,中债国债收益率曲线,1.0,2.4136
20210705,中债国债收益率曲线,10.0,3.0754
20210702,中债国债收益率曲线,1.0,2.3994
20210702,中债国债收益率曲线,10.0,3.0803
20210701,中债国债收益率曲线,1.0,2.4189
20210701,中债国债收益率曲线,10.0,3.0878
20210630,中债国债收益率曲线,1.0,2.4293
20210630,中债国债收益率曲线,10.0,3.0778
20210629,中债国债收益率曲线,1.0,2.4564
20210629,中债国债收益率曲线,10.0,3.0853
20210628,中债国债收益率曲线,1.0,2.4705
20210628,中债国债收益率曲线,10.0,3.0903
20210625,中债国债收益率曲线,1.0,2.4437
20210625,中债国债收益率曲线,10.0,3.0827
20210624,中债国债收益率曲线,1.0,2.4690
20210624,中债国债收益率曲线,10.0,3.0828
20210623,中债国债收益率曲线,1.0,2.5012
20210623,中债国债收益率曲线,10.0,3.0853
20210622,中债国债收益率曲线,1.0,2.5252
20210622,中债国债收益率曲线,10.0,3.0877
20210621,中债国债收益率曲线,1.0,2.5202
20210621,中债国债收益率曲线,10.0,3.0953
20210618,中债国债收益率曲线,1.0,2.5274
20210618,中债国债收益率曲线,10.0,3.1202
20210617,中债国债收益率曲线,1.0,2.5272
20210617,中债国债收益率曲线,10.0,3.1401
20210616,中债国债收益率曲线,1.0,2.4945
20210616,中债国债收益率曲线,10.0,3.1301
20210615,中债国债收益率曲线,1.0,2.4699
20210615,中债国债收益率曲线,10.0,3.1176
20210611,中债国债收益率曲线,1.0,2.4459
20210611,中债国债收益率曲线,10.0,3.1276
20210610,中债国债收益率曲线,1.0,2.4240
20210610,中债国债收益率曲线,10.0,3.1000
20210609,中债国债收益率曲线,1.0,2.4203
20210609,中债国债收益率曲线,10.0,3.1051
20210608,中债国债收益率曲线,1.0,2.4133
20210608,中债国债收益率曲线,10.0,3.1100
20210607,中债国债收益率曲线,1.0,2.4116
20210607,中债国债收益率曲线,10.0,3.1100
20210604,中债国债收益率曲线,1.0,2.3934
20210604,中债国债收益率曲线,10.0,3.0925
20210603,中债国债收益率曲线,1.0,2.3664
20210603,中债国债收益率曲线,10.0,3.0550
20210602,中债国债收益率曲线,1.0,2.3804
20210602,中债国债收益率曲线,10.0,3.0650
20210601,中债国债收益率曲线,1.0,2.3725
20210601,中债国债收益率曲线,10.0,3.0400
20210531,中债国债收益率曲线,1.0,2.4113
20210531,中债国债收益率曲线,10.0,3.0450
20210528,中债国债收益率曲线,1.0,2.4100
20210528,中债国债收益率曲线,10.0,3.0825
20210527,中债国债收益率曲线,1.0,2.3463
20210527,中债国债收益率曲线,10.0,3.0725
20210526,中债国债收益率曲线,1.0,2.3414
20210526,中债国债收益率曲线,10.0,3.0600
20210525,中债国债收益率曲线,1.0,2.3468
20210525,中债国债收益率曲线,10.0,3.0850
20210524,中债国债收益率曲线,1.0,2.3418
20210524,中债国债收益率曲线,10.0,3.0850
20210521,中债国债收益率曲线,1.0,2.3272
20210521,中债国债收益率曲线,10.0,3.0876
20210520,中债国债收益率曲线,1.0,2.3486
20210520,中债国债收益率曲线,10.0,3.1001
20210519,中债国债收益率曲线,1.0,2.3506
20210519,中债国债收益率曲线,10.0,3.1298
20210518,中债国债收益率曲线,1.0,2.3532
20210518,中债国债收益率曲线,10.0,3.1457
20210517,中债国债收益率曲线,1.0,2.3504
20210517,中债国债收益率曲线,10.0,3.1524
20210514,中债国债收益率曲线,1.0,2.3300
20210514,中债国债收益率曲线,10.0,3.1422
20210513,中债国债收益率曲线,1.0,2.3286
20210513,中债国债收益率曲线,10.0,3.1366
20210512,中债国债收益率曲线,1.0,2.2974
20210512,中债国债收益率曲线,10.0,3.1310
20210511,中债国债收益率曲线,1.0,2.3078
20210511,中债国债收益率曲线,10.0,3.1380
20210510,中债国债收益率曲线,1.0,2.3129
20210510,中债国债收益率曲线,10.0,3.1460
20210508,中债国债收益率曲线,1.0,2.3193
20210508,中债国债收益率曲线,10.0,3.1582
20210507,中债国债收益率曲线,1.0,2.3200
20210507,中债国债收益率曲线,10.0,3.1589
20210506,中债国债收益率曲线,1.0,2.3266
20210506,中债国债收益率曲线,10.0,3.1507
20210430,中债国债收益率曲线,1.0,2.3591
20210430,中债国债收益率曲线,10.0,3.1640
20210429,中债国债收益率曲线,1.0,2.3799
20210429,中债国债收益率曲线,10.0,3.1872
20210428,中债国债收益率曲线,1.0,2.3964
20210428,中债国债收益率曲线,10.0,3.1979
20210427,中债国债收益率曲线,1.0,2.4226
20210427,中债国债收益率曲线,10.0,3.2078
20210426,中债国债收益率曲线,1.0,2.4313
20210426,中债国债收益率曲线,10.0,3.2024
20210425,中债国债收益率曲线,1.0,2.3858
20210425,中债国债收益率曲线,10.0,3.1841
20210423,中债国债收益率曲线,1.0,2.3900
20210423,中债国债收益率曲线,10.0,3.1719
20210422,中债国债收益率曲线,1.0,2.4495
20210422,中债国债收益率曲线,10.0,3.1614
20210421,中债国债收益率曲线,1.0,2.4595
20210421,中债国债收益率曲线,10.0,3.1530
20210420,中债国债收益率曲线,1.0,2.4995
20210420,中债国债收益率曲线,10.0,3.1554
20210419,中债国债收益率曲线,1.0,2.5195
20210419,中债国债收益率曲线,10.0,3.1559
20210416,中债国债收益率曲线,1.0,2.5295
20210416,中债国债收益率曲线,10.0,3.1631
20210415,中债国债收益率曲线,1.0,2.5379
20210415,中债国债收益率曲线,10.0,3.1728
20210414,中债国债收益率曲线,1.0,2.5679
20210414,中债国债收益率曲线,10.0,3.1651
20210413,中债国债收益率曲线,1.0,2.5643
20210413,中债国债收益率曲线,10.0,3.1626
20210412,中债国债收益率曲线,1.0,2.5843
20210412,中债国债收益率曲线,10.0,3.1948
20210409,中债国债收益率曲线,1.0,2.5915
20210409,中债国债收益率曲线,10.0,3.2121
20210408,中债国债收益率曲线,1.0,2.6105
20210408,中债国债收益率曲线,10.0,3.2221
20210407,中债国债收益率曲线,1.0,2.6105
20210407,中债国债收益率曲线,10.0,3.2215
20210406,中债国债收益率曲线,1.0,2.5877
20210406,中债国债收益率曲线,10.0,3.2087
20210402,中债国债收益率曲线,1.0,2.5800
20210402,中债国债收益率曲线,10.0,3.2013
20210401,中债国债收益率曲线,1.0,2.5806
20210401,中债国债收益率曲线,10.0,3.1960
20210331,中债国债收益率曲线,1.0,2.5770
20210331,中债国债收益率曲线,10.0,3.1887
20210330,中债国债收益率曲线,1.0,2.5930
20210330,中债国债收益率曲线,10.0,3.2060
20210329,中债国债收益率曲线,1.0,2.6075
20210329,中债国债收益率曲线,10.0,3.1962
20210326,中债国债收益率曲线,1.0,2.6073
20210326,中债国债收益率曲线,10.0,3.1985
20210325,中债国债收益率曲线,1.0,2.5904
20210325,中债国债收益率曲线,10.0,3.1882
20210324,中债国债收益率曲线,1.0,2.6059
20210324,中债国债收益率曲线,10.0,3.1930
20210323,中债国债收益率曲线,1.0,2.6209
20210323,中债国债收益率曲线,10.0,3.2105
20210322,中债国债收益率曲线,1.0,2.6260
20210322,中债国债收益率曲线,10.0,3.2309
20210319,中债国债收益率曲线,1.0,2.6395
20210319,中债国债收益率曲线,10.0,3.2364
20210318,中债国债收益率曲线,1.0,2.6496
20210318,中债国债收益率曲线,10.0,3.2592
20210317,中债国债收益率曲线,1.0,2.6429
20210317,中债国债收益率曲线,10.0,3.2564
20210316,中债国债收益率曲线,1.0,2.6663
20210316,中债国债收益率曲线,10.0,3.2614
20210315,中债国债收益率曲线,1.0,2.6750
20210315,中债国债收益率曲线,10.0,3.2740
20210312,中债国债收益率曲线,1.0,2.6407
20210312,中债国债收益率曲线,10.0,3.2613
20210311,中债国债收益率曲线,1.0,2.6288
20210311,中债国债收益率曲线,10.0,3.2506
20210310,中债国债收益率曲线,1.0,2.6264
20210310,中债国债收益率曲线,10.0,3.2353
20210309,中债国债收益率曲线,1.0,2.6340
20210309,中债国债收益率曲线,10.0,3.2478
20210308,中债国债收益率曲线,1.0,2.6540
20210308,中债国债收益率曲线,10.0,3.2404
20210305,中债国债收益率曲线,1.0,2.6390
20210305,中债国债收益率曲线,10.0,3.2457
20210304,中债国债收益率曲线,1.0,2.6365
20210304,中债国债收益率曲线,10.0,3.2655
20210303,中债国债收益率曲线,1.0,2.6203
20210303,中债国债收益率曲线,10.0,3.2553
20210302,中债国债收益率曲线,1.0,2.6169
20210302,中债国债收益率曲线,10.0,3.2474
20210301,中债国债收益率曲线,1.0,2.6096
20210301,中债国债收益率曲线,10.0,3.2475
20210226,中债国债收益率曲线,1.0,2.6036
20210226,中债国债收益率曲线,10.0,3.2798
20210225,中债国债收益率曲线,1.0,2.5981
20210225,中债国债收益率曲线,10.0,3.2723
20210224,中债国债收益率曲线,1.0,2.5935
20210224,中债国债收益率曲线,10.0,3.2627
20210223,中债国债收益率曲线,1.0,2.6070
20210223,中债国债收益率曲线,10.0,3.2635
20210222,中债国债收益率曲线,1.0,2.6225
20210222,中债国债收益率曲线,10.0,3.2736
20210220,中债国债收益率曲线,1.0,2.6249
20210220,中债国债收益率曲线,10.0,3.2605
20210219,中债国债收益率曲线,1.0,2.6512
20210219,中债国债收益率曲线,10.0,3.2578
20210218,中债国债收益率曲线,1.0,2.6916
20210218,中债国债收益率曲线,10.0,3.2831
20210210,中债国债收益率曲线,1.0,2.6559
20210210,中债国债收益率曲线,10.0,3.2449
20210209,中债国债收益率曲线,1.0,2.6772
20210209,中债国债收益率曲线,10.0,3.2303
20210208,中债国债收益率曲线,1.0,2.6968
20210208,中债国债收益率曲线,10.0,3.2370
20210207,中债国债收益率曲线,1.0,2.6928
20210207,中债国债收益率曲线,10.0,3.2168
20210205,中债国债收益率曲线,1.0,2.7021
20210205,中债国债收益率曲线,10.0,3.2164
20210204,中债国债收益率曲线,1.0,2.7155
20210204,中债国债收益率曲线,10.0,3.2347
20210203,中债国债收益率曲线,1.0,2.6938
20210203,中债国债收益率曲线,10.0,3.2112
20210202,中债国债收益率曲线,1.0,2.6227
20210202,中债国债收益率曲线,10.0,3.1862
20210201,中债国债收益率曲线,1.0,2.6043
20210201,中债国债收益率曲线,10.0,3.1712
20210129,中债国债收益率曲线,1.0,2.6799
20210129,中债国债收益率曲线,10.0,3.1786
20210128,中债国债收益率曲线,1.0,2.6957
20210128,中债国债收益率曲线,10.0,3.1961
20210127,中债国债收益率曲线,1.0,2.5880
20210127,中债国债收益率曲线,10.0,3.1636
20210126,中债国债收益率曲线,1.0,2.5575
20210126,中债国债收益率曲线,10.0,3.1585
20210125,中债国债收益率曲线,1.0,2.4911
20210125,中债国债收益率曲线,10.0,3.1323
20210122,中债国债收益率曲线,1.0,2.4525
20210122,中债国债收益率曲线,10.0,3.1185
20210121,中债国债收益率曲线,1.0,2.4475
20210121,中债国债收益率曲线,10.0,3.1335
20210120,中债国债收益率曲线,1.0,2.4700
20210120,中债国债收益率曲线,10.0,3.1610
20210119,中债国债收益率曲线,1.0,2.4859
20210119,中债国债收益率曲线,10.0,3.1609
20210118,中债国债收益率曲线,1.0,2.4500
20210118,中债国债收益率曲线,10.0,3.1658
20210115,中债国债收益率曲线,1.0,2.3843
20210115,中债国债收益率曲线,10.0,3.1508
20210114,中债国债收益率曲线,1.0,2.3405
20210114,中债国债收益率曲线,10.0,3.1059
20210113,中债国债收益率曲线,1.0,2.2914
20210113,中债国债收益率曲线,10.0,3.1157
20210112,中债国债收益率曲线,1.0,2.3350
20210112,中债国债收益率曲线,10.0,3.1457
20210111,中债国债收益率曲线,1.0,2.3653
20210111,中债国债收益率曲线,10.0,3.1632
20210108,中债国债收益率曲线,1.0,2.3568
20210108,中债国债收益率曲线,10.0,3.1456
20210107,中债国债收益率曲线,1.0,2.3568
20210107,中债国债收益率曲线,10.0,3.1256
20210106,中债国债收益率曲线,1.0,2.4109
20210106,中债国债收益率曲线,10.0,3.1256
20210105,中债国债收益率曲线,1.0,2.4714
20210105,中债国债收益率曲线,10.0,3.1305
20210104,中债国债收益率曲线,1.0,2.4952
20210104,中债国债收益率曲线,10.0,3.1780
20201231,中债国债收益率曲线,1.0,2.4739
20201231,中债国债收益率曲线,10.0,3.1429
20201230,中债国债收益率曲线,1.0,2.5036
20201230,中债国债收益率曲线,10.0,3.1204
20201229,中债国债收益率曲线,1.0,2.5486
20201229,中债国债收益率曲线,10.0,3.1554
20201228,中债国债收益率曲线,1.0,2.5671
20201228,中债国债收益率曲线,10.0,3.1629
20201225,中债国债收益率曲线,1.0,2.6096
20201225,中债国债收益率曲线,10.0,3.1878
20201224,中债国债收益率曲线,1.0,2.6501
20201224,中债国债收益率曲线,10.0,3.2303
20201223,中债国债收益率曲线,1.0,2.6551
20201223,中债国债收益率曲线,10.0,3.2153
20201222,中债国债收益率曲线,1.0,2.6695
20201222,中债国债收益率曲线,10.0,3.2278
20201221,中债国债收益率曲线,1.0,2.6919
20201221,中债国债收益率曲线,10.0,3.2652
20201218,中债国债收益率曲线,1.0,2.7267
20201218,中债国债收益率曲线,10.0,3.2902
20201217,中债国债收益率曲线,1.0,2.7273
20201217,中债国债收益率曲线,10.0,3.2802
20201216,中债国债收益率曲线,1.0,2.7312
20201216,中债国债收益率曲线,10.0,3.2752
20201215,中债国债收益率曲线,1.0,2.7888
20201215,中债国债收益率曲线,10.0,3.2777
20201214,中债国债收益率曲线,1.0,2.8245
20201214,中债国债收益率曲线,10.0,3.2851
20201211,中债国债收益率曲线,1.0,2.8334
20201211,中债国债收益率曲线,10.0,3.2951
20201210,中债国债收益率曲线,1.0,2.8047
20201210,中债国债收益率曲线,10.0,3.2601
20201209,中债国债收益率曲线,1.0,2.8449
20201209,中债国债收益率曲线,10.0,3.2726
20201208,中债国债收益率曲线,1.0,2.8417
20201208,中债国债收益率曲线,10.0,3.2551
20201207,中债国债收益率曲线,1.0,2.8614
20201207,中债国债收益率曲线,10.0,3.2701
20201204,中债国债收益率曲线,1.0,2.8708
20201204,中债国债收益率曲线,10.0,3.2651
20201203,中债国债收益率曲线,1.0,2.8761
20201203,中债国债收益率曲线,10.0,3.2851
20201202,中债国债收益率曲线,1.0,2.8608
20201202,中债国债收益率曲线,10.0,3.2925
20201201,中债国债收益率曲线,1.0,2.8457
20201201,中债国债收益率曲线,10.0,3.2725
20201130,中债国债收益率曲线,1.0,2.8310
20201130,中债国债收益率曲线,10.0,3.2500
20201127,中债国债收益率曲线,1.0,2.9104
20201127,中债国债收益率曲线,10.0,3.3000
20201126,中债国债收益率曲线,1.0,2.9357
20201126,中债国债收益率曲线,10.0,3.2850
20201125,中债国债收益率曲线,1.0,2.9461
20201125,中债国债收益率曲线,10.0,3.2675
20201124,中债国债收益率曲线,1.0,2.9690
20201124,中债国债收益率曲线,10.0,3.2900
20201123,中债国债收益率曲线,1.0,2.9510
20201123,中债国债收益率曲线,10.0,3.2650
20201120,中债国债收益率曲线,1.0,2.9503
20201120,中债国债收益率曲线,10.0,3.3100
20201119,中债国债收益率曲线,1.0,2.9433
20201119,中债国债收益率曲线,10.0,3.3487
20201118,中债国债收益率曲线,1.0,2.9400
20201118,中债国债收益率曲线,10.0,3.3240
20201117,中债国债收益率曲线,1.0,2.8634
20201117,中债国债收益率曲线,10.0,3.2866
20201116,中债国债收益率曲线,1.0,2.8497
20201116,中债国债收益率曲线,10.0,3.2741
20201113,中债国债收益率曲线,1.0,2.8464
20201113,中债国债收益率曲线,10.0,3.2715
20201112,中债国债收益率曲线,1.0,2.8287
20201112,中债国债收益率曲线,10.0,3.2614
20201111,中债国债收益率曲线,1.0,2.8009
20201111,中债国债收益率曲线,10.0,3.2391
20201110,中债国债收益率曲线,1.0,2.7882
20201110,中债国债收益率曲线,10.0,3.2241
20201109,中债国债收益率曲线,1.0,2.7944
20201109,中债国债收益率曲线,10.0,3.2363
20201106,中债国债收益率曲线,1.0,2.7832
20201106,中债国债收益率曲线,10.0,3.2063
20201105,中债国债收益率曲线,1.0,2.7481
20201105,中债国债收益率曲线,10.0,3.1912
20201104,中债国债收益率曲线,1.0,2.7347
20201104,中债国债收益率曲线,10.0,3.1687
20201103,中债国债收益率曲线,1.0,2.7322
20201103,中债国债收益率曲线,10.0,3.1762
20201102,中债国债收益率曲线,1.0,2.7525
20201102,中债国债收益率曲线,10.0,3.1785
20201030,中债国债收益率曲线,1.0,2.7273
